date,open,high,low,close,adjusted close,volume,divident amount
2019-01-31,1465.2,1736.41,1460.93,1718.73,85.9365,134015530.0,0.0
2019-02-28,1638.88,1673.06,1566.76,1639.83,81.9915,80936924.0,0.0
2019-03-29,1655.13,1823.75,1586.57,1780.75,89.0375,100832035.0,0.0
2019-04-30,1800.11,1956.34,1798.73,1926.52,96.326,81293632.0,0.0
2019-05-31,1933.09,1964.4,1772.7,1775.07,88.7535,98214360.0,0.0
2019-06-28,1760.01,1935.2,1672.0,1893.63,94.6815,74746589.0,0.0
2019-07-31,1922.98,2035.8,1849.44,1866.78,93.339,73190780.0,0.0
2019-08-30,1871.72,1897.92,1743.51,1776.29,88.8145,79978762.0,0.0
2019-09-30,1770.0,1853.66,1709.22,1735.91,86.7955,62003799.0,0.0
2019-10-31,1746.0,1798.85,1685.06,1776.66,88.833,71821008.0,0.0
2019-11-29,1788.01,1824.69,1722.71,1800.8,90.04,52060472.0,0.0
2019-12-31,1804.4,1901.4,1735.0,1847.84,92.392,68522009.0,0.0
2020-01-31,1875.0,2055.72,1815.34,2008.72,100.436,84743300.0,0.0
2020-02-28,2010.6,2185.95,1811.13,1883.75,94.1875,92555977.0,0.0
2020-03-31,1906.49,1996.33,1626.03,1949.72,97.486,163796017.0,0.0
2020-04-30,1932.97,2475.0,1889.15,2474.0,123.7,124631816.0,0.0
2020-05-29,2336.8,2525.45,2256.38,2442.37,122.1185,82620883.0,0.0
2020-06-30,2448.0,2796.0,2437.13,2758.82,137.941,87845661.0,0.0
2020-07-31,2757.99,3344.29,2754.0,3164.68,158.234,127304238.0,0.0
2020-08-31,3180.51,3495.0,3073.0,3450.96,172.548,83519879.0,0.0
2020-09-30,3489.58,3552.25,2871.0,3148.73,157.4365,115969967.0,0.0
2020-10-30,3208.0,3496.24,3019.0,3036.15,151.8075,116252115.0,0.0
2020-11-30,3061.74,3366.8,2950.12,3168.04,158.402,90800583.0,0.0
2020-12-31,3188.5,3350.65,3072.82,3256.93,162.8465,77463508.0,0.0
2021-01-29,3270.0,3363.89,3086.0,3206.2,160.31,71427780.0,0.0
2021-02-26,3242.36,3434.0,3036.7,3092.93,154.6465,70893385.0,0.0
2021-03-31,3127.89,3182.0,2881.0001,3094.08,154.704,78204991.0,0.0
2021-04-30,3117.94,3554.0,3115.55,3467.42,173.371,76843571.0,0.0
2021-05-28,3484.73,3486.645,3127.37,3223.07,161.1535,75191624.0,0.0
2021-06-30,3243.495,3524.8599,3172.2,3440.16,172.008,66960544.0,0.0
2021-07-30,3434.61,3773.0782,3306.98,3327.59,166.3795,82554006.0,0.0
2021-08-31,3353.1,3472.58,3175.76,3470.79,173.5395,62844829.0,0.0
2021-09-30,3496.396,3549.99,3273.99,3285.04,164.252,62540133.0,0.0
2021-10-29,3289.01,3479.0,3176.25,3372.43,168.6215,63680713.0,0.0
2021-11-30,3361.8,3762.145,3283.55,3507.07,175.3535,75633992.0,0.0
2021-12-31,3545.0,3559.88,3303.9,3334.34,166.717,64405344.0,0.0
2022-01-31,3351.0,3428.0,2707.04,2991.47,149.5735,76146845.0,0.0
2022-02-28,3000.0,3276.69,2766.66,3071.26,153.563,84446686.0,0.0
2022-03-31,3054.65,3416.63,2671.45,3259.95,162.9975,81145583.0,0.0
2022-04-29,3282.99,3367.89,2432.5,2485.63,124.2815,73072079.0,0.0
2022-05-31,2448.02,2524.41,2025.2,2404.19,120.2095,112895255.0,0.0
2022-06-30,2445.12,2512.2,101.43,106.21,106.21,1457571482.0,0.0
2022-07-29,106.29,137.65,105.8469,134.95,134.95,1338005773.0,0.0
2022-08-31,134.96,146.57,126.74,126.77,126.77,1170389539.0,0.0
2022-09-30,126.0,136.49,112.06,113.0,113.0,1209987592.0,0.0
2022-10-31,113.58,123.0,97.66,102.44,102.44,1459511591.0,0.0
2022-11-30,103.99,104.58,85.87,96.54,96.54,2035252422.0,0.0
2022-12-30,96.99,97.23,81.69,84.0,84.0,1549193116.0,0.0
2023-01-31,85.46,103.485,81.43,103.13,103.13,1523798384.0,0.0
2023-02-28,102.53,114.0,92.3186,94.23,94.23,1364198308.0,0.0
2023-03-31,93.87,103.49,88.12,103.29,103.29,1349466996.0,0.0
2023-04-28,102.3,110.86,97.705,105.45,105.45,1222124091.0,0.0
2023-05-31,104.95,122.92,101.15,120.58,120.58,1432007632.0,0.0
2023-06-30,120.69,131.49,119.93,130.36,130.36,1243071267.0,0.0
2023-07-31,130.82,136.65,125.915,133.68,133.68,1059097946.0,0.0
2023-08-31,133.55,143.63,126.41,138.01,138.01,1213497007.0,0.0
2023-09-29,139.455,145.86,123.04,127.12,127.12,1120523243.0,0.0
2023-10-31,127.28,134.48,118.35,133.09,133.09,1224706726.0,0.0
2023-11-30,133.96,149.26,133.71,146.09,146.09,1026201791.0,0.0
2023-12-29,146.0,155.63,142.81,151.94,151.94,930652363.0,0.0
2024-01-31,151.54,161.73,144.05,155.2,155.2,952721600.0,0.0
2024-02-22,155.87,175.75,155.62,174.99,174.99,887661639.0,0.0
