date,open,high,low,close,adjusted close,volume,divident amount
2019-01-31,1027.2,1127.67,1022.37,1125.89,56.2945,34860110.0,0.0
2019-02-28,1122.29,1154.0,1093.59,1126.55,56.3275,32610016.0,0.0
2019-03-29,1131.0,1236.44,1130.2,1176.89,58.8445,33186195.0,0.0
2019-04-30,1187.54,1296.97,1183.0,1198.96,59.948,32374805.0,0.0
2019-05-31,1197.5,1199.25,1103.35,1106.5,55.325,37137156.0,0.0
2019-06-28,1066.93,1126.57,1027.03,1082.8,54.14,35623822.0,0.0
2019-07-31,1101.04,1268.39,1095.33,1218.2,60.91,35763639.0,0.0
2019-08-30,1217.63,1236.3,1142.75,1190.53,59.5265,29345892.0,0.0
2019-09-30,1181.85,1248.02,1163.71,1221.14,61.057,26274335.0,0.0
2019-10-31,1222.49,1299.24,1163.14,1258.8,62.94,30611918.0,0.0
2019-11-29,1265.8,1333.92,1259.71,1304.09,65.2045,26359574.0,0.0
2019-12-31,1302.56,1367.05,1277.05,1339.39,66.9695,28279817.0,0.0
2020-01-31,1348.41,1500.58,1346.49,1432.78,71.639,33629150.0,0.0
2020-02-28,1461.65,1530.74,1268.21,1339.25,66.9625,41565155.0,0.0
2020-03-31,1351.39,1408.19,1008.87,1161.95,58.0975,78534591.0,0.0
2020-04-30,1124.0,1360.15,1075.08,1346.7,67.335,56214524.0,0.0
2020-05-29,1324.09,1445.11,1296.01,1433.52,71.676,36255952.0,0.0
2020-06-30,1425.7,1475.79,1351.65,1418.05,70.9025,40715938.0,0.0
2020-07-31,1419.17,1587.05,1414.18,1487.95,74.3975,41090608.0,0.0
2020-08-31,1491.0,1652.79,1464.03,1629.53,81.4765,30731651.0,0.0
2020-09-30,1632.16,1726.1022,1402.15,1465.6,73.28,41834280.0,0.0
2020-10-30,1483.6608,1681.315,1433.23,1616.11,80.8055,42753029.0,0.0
2020-11-30,1623.54,1816.89,1612.108,1754.4,87.72,31560329.0,0.0
2020-12-31,1766.655,1843.83,1694.0,1752.64,87.632,30424255.0,0.0
2021-01-29,1760.0,1932.08,1696.1014,1827.36,91.368,39569373.0,0.0
2021-02-26,1844.585,2145.14,1844.585,2021.91,101.0955,33609952.0,0.0
2021-03-31,2048.0,2113.74,1994.0,2062.52,103.126,37837953.0,0.0
2021-04-30,2092.25,2431.38,2091.43,2353.5,117.675,35119920.0,0.0
2021-05-28,2364.91,2389.05,2193.62,2356.85,117.8425,30175239.0,0.0
2021-06-30,2374.44,2461.91,2329.52,2441.79,122.0895,27241174.0,0.0
2021-07-30,2434.5,2765.94,2430.63,2694.53,134.7265,30452492.0,0.0
2021-08-31,2702.34,2919.41,2666.39,2893.95,144.6975,23041294.0,0.0
2021-09-30,2900.0,2925.075,2671.12,2673.52,133.676,29545719.0,0.0
2021-10-29,2688.95,2973.0,2621.0,2960.92,148.046,36040000.0,0.0
2021-11-30,2960.92,3019.33,2832.03,2837.95,141.8975,30278875.0,0.0
2021-12-31,2880.0,2982.0,2786.42,2897.04,144.852,30992881.0,0.0
2022-01-31,2901.1,2929.6978,2490.0,2706.07,135.3035,38092594.0,0.0
2022-02-28,2751.89,3030.9315,2499.065,2701.14,135.057,46381207.0,0.0
2022-03-31,2697.57,2875.87,2505.5,2781.35,139.0675,36383218.0,0.0
2022-04-29,2790.0,2874.24,2254.7301,2282.19,114.1095,37720682.0,0.0
2022-05-31,2268.1,2457.09,2037.6936,2275.24,113.762,42514648.0,0.0
2022-06-30,2297.1,2386.94,2100.92,2179.26,108.963,38543689.0,0.0
2022-07-29,2158.66,2393.7,104.07,116.32,116.32,428144985.0,0.0
2022-08-31,115.3,122.43,107.8,108.22,108.22,515791070.0,0.0
2022-09-30,108.28,111.62,95.56,95.65,95.65,612908183.0,0.0
2022-10-31,96.76,104.82,91.8,94.51,94.51,681653109.0,0.0
2022-11-30,95.45,101.04,83.34,100.99,100.99,716537649.0,0.0
2022-12-30,101.02,102.25,85.94,88.23,88.23,602717061.0,0.0
2023-01-31,89.585,100.32,84.86,98.84,98.84,672897542.0,0.0
2023-02-28,98.71,108.18,88.575,90.06,90.06,952709694.0,0.0
2023-03-31,89.98,106.59,89.42,103.73,103.73,860049034.0,0.0
2023-04-28,102.39,109.17,101.93,107.34,107.34,603728992.0,0.0
2023-05-31,106.84,126.43,103.71,122.87,122.87,820529683.0,0.0
2023-06-30,122.815,129.04,116.1,119.7,119.7,656884438.0,0.0
2023-07-31,119.24,133.74,115.35,132.72,132.72,707114432.0,0.0
2023-08-31,130.775,138.0,126.3824,136.17,136.17,593521002.0,0.0
2023-09-29,137.455,139.16,127.22,130.86,130.86,477625238.0,0.0
2023-10-31,131.21,141.22,120.2057,124.08,124.08,680762930.0,0.0
2023-11-30,124.07,139.42,123.715,132.53,132.53,535336827.0,0.0
2023-12-29,131.86,142.68,127.9,139.69,139.69,619214883.0,0.0
2024-01-31,138.55,153.78,135.15,140.1,140.1,580941276.0,0.0
2024-02-22,142.12,149.44,136.5,143.96,143.96,481304502.0,0.0
